Dot Point Measurements

Generated: Friday 13 October 2023 15:45:04

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	level_2	level_3	level_4	level_5	scientific	qualifiers	CAAB_code		Radius %
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		980	1180													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		15.6
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		985	964													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		25.6
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		887	752													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		40.0
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		1068	1515													Sponges	Erect forms	Laminar				10000913		38.7
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		1012	1773													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		57.4
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		812	191													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		90.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		721	1160													Unscorable						00000001		8.4
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		1042	1015													Macroalgae	Erect fine branching	Red				80300910		26.2
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		868	1480													Unscorable						00000001		27.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		644	1833													Unscorable						00000001		61.7
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		653	1051													Unscorable						00000001		18.8
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		577	1411													Unscorable						00000001		30.1
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		701	888													Unscorable						00000001		28.7
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		629	1156													Unscorable						00000001		16.8
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		716	1512													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		31.6
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		962	1753													Unscorable						00000001		54.4
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		714	1882													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		65.0
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		985	1723													Unscorable						00000001		52.2
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		611	281													Unscorable						00000001		84.7
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		642	106													Unscorable						00000001		100.0
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		747	1753													Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		70.8
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		929	712													Macroalgae	Erect coarse branching	Brown				80300904		34.4
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		798	1288													Unscorable						00000001		25.1
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		725	996													Macroalgae	Erect coarse branching	Brown				80300904		7.3
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		730	957													Macroalgae	Erect coarse branching	Brown				80300904		9.4
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		619	1277													Macroalgae	Erect coarse branching	Brown				80300904		29.2
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		708	1477													Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		44.4
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		684	143													Macroalgae	Filamentous / filiform	Red				80300933		87.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		935	1533													Macroalgae	Erect fine branching	Red				80300910		51.2
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		751	265													Macroalgae	Filamentous / filiform	Red				80300933		75.4
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		1031	832													Macroalgae	Erect fine branching	Brown				80300908		30.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		791	46													Macroalgae	Filamentous / filiform	Red				80300933		96.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		960	28													Sponges	Massive forms	Simple				10000904		100.0
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		898	1052													Sessile invertebrates						00000002		10.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		1004	1157													Macroalgae	Erect fine branching	Red				80300910		24.3
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		618	929													Unscorable						00000001		19.7
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		648	1705													Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		67.4
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		842	1737													Macroalgae	Large canopy-forming	Brown		Ecklonia radiata		54079009		69.3
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		823	1270													Macroalgae	Erect coarse branching	Brown				80300904		23.5
