Dot Point Measurements

Generated: Friday 13 October 2023 15:45:04

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	level_2	level_3	level_4	level_5	scientific	qualifiers	CAAB_code		Radius %
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		139	196																					100.0
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		406	196																					89.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		674	196													Relief	High	Wall	4			82003007		89.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		941	196													Relief	High	Wall	4			82003007		100.0
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		139	578																					64.2
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		406	578																					46.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		674	578													Relief	High	Wall	4			82003007		46.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		941	578													Relief	High	Wall	4			82003007		64.2
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		139	960																					46.5
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		406	960																					15.5
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		674	960													Relief	High	Wall	4			82003007		15.5
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		941	960													Relief	High	Wall	4			82003007		46.5
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		139	1342																					64.2
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		406	1342																					46.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		674	1342													Relief	High	Wall	4			82003007		46.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		941	1342													Relief	High	Wall	4			82003007		64.2
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		139	1724																					100.0
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		406	1724																					89.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		674	1724													Relief	High	Wall	4			82003007		89.9
10_1_01_Left_MAH00355.MP4_0010310.jpg	      0		941	1724													Relief	High	Wall	4			82003007		100.0
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		135	192																					100.0
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		404	192																					89.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		673	192													Relief	High	High (>3m)	3			82003006		89.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		942	192													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		135	576																					64.2
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		404	576																					46.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		673	576													Relief	High	High (>3m)	3			82003006		46.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		942	576													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		135	959																					46.5
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		404	959																					15.5
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		673	959													Relief	High	High (>3m)	3			82003006		15.5
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		942	959													Relief	High	High (>3m)	3			82003006		46.5
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		135	1343																					64.2
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		404	1343																					46.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		673	1343													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		942	1343													Relief	High	High (>3m)	3			82003006		64.2
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		135	1727																					100.0
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		404	1727																					89.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		673	1727													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
12_1_01_L031_MAH01383.MP4_0003746.jpg	      0		942	1727													Relief	High	High (>3m)	3			82003006		100.0
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		135	192																					100.0
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		404	192													Relief	High	High (>3m)	3			82003006		89.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		673	192													Relief	High	High (>3m)	3			82003006		89.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		942	192													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		135	576																					64.2
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		404	576													Relief	High	High (>3m)	3			82003006		46.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		673	576													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		942	576													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		135	959																					46.5
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		404	959													Relief	High	High (>3m)	3			82003006		15.5
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		673	959													Relief	Low / moderate	Moderate (1-3m)	2			82003004		15.5
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		942	959													Relief	Low / moderate	Low (<1m)	1			82003003		46.5
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		135	1343																					64.2
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		404	1343													Relief	High	High (>3m)	3			82003006		46.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		673	1343													Relief	High	High (>3m)	3			82003006		46.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		942	1343													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		135	1727																					100.0
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		404	1727													Relief	High	High (>3m)	3			82003006		89.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		673	1727													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
14_1_01_L031_14_MAH01390.MP4_0024820.jpg	      0		942	1727													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		135	192																					100.0
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		404	192																					89.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		673	192																					89.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		942	192													Relief	High	High (>3m)	3			82003006		100.0
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		135	576																					64.2
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		404	576																					46.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		673	576																					46.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		942	576													Relief	High	High (>3m)	3			82003006		64.2
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		135	959																					46.5
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		404	959																					15.5
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		673	959																					15.5
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		942	959													Relief	High	High (>3m)	3			82003006		46.5
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		135	1343																					64.2
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		404	1343																					46.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		673	1343													Relief	High	High (>3m)	3			82003006		46.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		942	1343													Relief	High	High (>3m)	3			82003006		64.2
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		135	1727																					100.0
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		404	1727																					89.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		673	1727													Relief	High	High (>3m)	3			82003006		89.9
15_1_01_Left_MAH00370.MP4_0076938.jpg	      0		942	1727													Relief	High	High (>3m)	3			82003006		100.0
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		135	192																					100.0
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		404	192																					89.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		673	192																					89.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		942	192													Relief	High	Wall	4			82003007		100.0
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		135	576																					64.2
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		404	576																					46.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		673	576																					46.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		942	576													Relief	High	Wall	4			82003007		64.2
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		135	959																					46.5
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		404	959																					15.5
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		673	959																					15.5
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		942	959													Relief	High	Wall	4			82003007		46.5
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		135	1343																					64.2
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		404	1343																					46.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		673	1343																					46.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		942	1343													Relief	High	Wall	4			82003007		64.2
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		135	1727																					100.0
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		404	1727																					89.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		673	1727																					89.9
16_1_01_L039_MAH00356.MP4_0067518.jpg	      0		942	1727													Relief	High	Wall	4			82003007		100.0
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		135	192																					100.0
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		404	192																					89.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		673	192													Relief	High	Wall	4			82003007		89.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		942	192													Relief	High	Wall	4			82003007		100.0
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		135	576																					64.2
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		404	576																					46.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		673	576													Relief	High	Wall	4			82003007		46.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		942	576													Relief	High	Wall	4			82003007		64.2
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		135	959																					46.5
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		404	959																					15.5
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		673	959													Relief	High	Wall	4			82003007		15.5
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		942	959													Relief	High	Wall	4			82003007		46.5
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		135	1343																					64.2
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		404	1343																					46.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		673	1343													Relief	High	Wall	4			82003007		46.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		942	1343													Relief	High	Wall	4			82003007		64.2
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		135	1727																					100.0
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		404	1727																					89.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		673	1727													Relief	High	Wall	4			82003007		89.9
17_1_01_Left_MAH00375.MP4_0071918.jpg	      0		942	1727													Relief	High	Wall	4			82003007		100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	192																					100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	192																					89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	192													Relief	High	High (>3m)	3			82003006		89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	192													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	576																					64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	576																					46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	576													Relief	High	High (>3m)	3			82003006		46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	576													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	959																					46.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	959																					15.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	959													Relief	High	High (>3m)	3			82003006		15.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	959													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	1343																					64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	1343													Relief	High	High (>3m)	3			82003006		46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	1343													Relief	High	High (>3m)	3			82003006		46.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	1343													Relief	High	High (>3m)	3			82003006		64.2
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		135	1727																					100.0
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		404	1727													Relief	High	High (>3m)	3			82003006		89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		673	1727													Relief	High	High (>3m)	3			82003006		89.9
19_1_01_L031_19_MAH01394.MP4_0046607.jpg	      0		942	1727													Relief	High	High (>3m)	3			82003006		100.0
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		135	192																					100.0
21_1_01_Left_MAH00438.MP4_0024118.jpg	      0		404	192													Relief	High	High (>3m)	3			82003006		89.9
