Dot Point Measurements

Generated: Thursday 07 July 2022 09:17:18

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
1.jpg	      0		945	408													Macroalgae	Erect course branching	Brown	Open		80300904			73.7
1.jpg	      0		644	1716													Unknown			Open					35.3
1.jpg	      0		954	1105													Macroalgae	Erect course branching	Brown	Open		80300904			42.0
1.jpg	      0		918	277													Macroalgae	Erect course branching	Brown	Open		80300904			80.2
1.jpg	      0		967	1639													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.0
1.jpg	      0		576	1222													Unknown			Open					49.2
1.jpg	      0		581	1125													Unknown			Open					52.2
1.jpg	      0		818	1055													Macroalgae	Erect fine branching	Red	Open		90300910			47.4
1.jpg	      0		991	572													Macroalgae	Erect course branching	Brown	Open		80300904			65.5
1.jpg	      0		607	540													Unknown			Open					74.1
1.jpg	      0		1042	956													Macroalgae	Erect fine branching	Red	Open		90300910			47.0
1.jpg	      0		983	1245													Macroalgae	Erect course branching	Brown	Open		80300904			35.4
1.jpg	      0		794	1295													Macroalgae	Erect fine branching	Red	Open		90300910			39.1
1.jpg	      0		769	202													Macroalgae	Erect fine branching	Red	Open		90300910			85.8
1.jpg	      0		1070	860													Macroalgae	Erect fine branching	Red	Open		90300910			51.0
1.jpg	      0		711	697													Macroalgae	Erect fine branching	Red	Open		90300910			65.0
1.jpg	      0		626	1030													Macroalgae	Erect fine branching	Red	Open		90300910			54.1
1.jpg	      0		647	715													Macroalgae	Erect fine branching	Red	Open		90300910			65.8
1.jpg	      0		872	1343													Macroalgae	Erect fine branching	Red	Open		90300910			34.8
1.jpg	      0		865	30													Consolidated	Rock	Turf mat	Open		82001002			92.4
1.jpg	      0		590	2764													Unknown			Open					56.9
1.jpg	      0		825	2231													Macroalgae	Erect fine branching	Red	Open		90300910			31.1
1.jpg	      0		898	2342													Macroalgae	Erect course branching	Brown	Open		80300904			31.8
1.jpg	      0		675	3009													Macroalgae	Erect fine branching	Red	Open		90300910			64.2
1.jpg	      0		743	2318													Macroalgae	Erect fine branching	Red	Open		90300910			36.7
1.jpg	      0		920	2103													Macroalgae	Erect course branching	Brown	Open		80300904			23.9
1.jpg	      0		675	3283													Unknown			Open					75.9
1.jpg	      0		1050	2442													Macroalgae	Erect course branching	Brown	Open		80300904			31.3
1.jpg	      0		885	2275													Macroalgae	Erect fine branching	Red	Open		90300910			30.0
1.jpg	      0		866	2639													Macroalgae	Erect fine branching	Red	Open		90300910			44.1
1.jpg	      0		1030	3600													Macroalgae	Erect fine branching	Red	Open		90300910			85.2
1.jpg	      0		640	2945													Unknown			Open					62.5
1.jpg	      0		727	2037													Macroalgae	Erect fine branching	Red	Open		90300910			31.5
1.jpg	      0		920	2050													Macroalgae	Erect course branching	Brown	Open		80300904			22.9
1.jpg	      0		614	2405													Macroalgae	Erect fine branching	Red	Open		90300910			44.3
1.jpg	      0		925	3224													Macroalgae	Erect course branching	Brown	Open		80300904			68.7
1.jpg	      0		898	2540													Macroalgae	Erect course branching	Brown	Open		80300904			39.2
1.jpg	      0		640	3287													Unknown			Open					76.8
1.jpg	      0		1036	3654													Consolidated	Rock	Turf mat	Open		82001002			87.7
1.jpg	      0		724	2047													Macroalgae	Erect fine branching	Red	Open		90300910			31.8
1.jpg	      0		2004	1347													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			40.4
1.jpg	      0		1983	1568													Macroalgae	Erect course branching	Brown	Open		80300904			33.7
1.jpg	      0		2131	645													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			70.3
1.jpg	      0		1790	1763													Macroalgae	Erect course branching	Brown	Open		80300904			21.6
1.jpg	      0		1923	915													Macroalgae	Erect course branching	Brown	Open		80300904			53.9
1.jpg	      0		1794	396													Macroalgae	Erect fine branching	Red	Open		90300910			74.6
1.jpg	      0		1882	91													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			90.0
1.jpg	      0		1678	576													Macroalgae	Erect fine branching	Red	Open		90300910			64.7
1.jpg	      0		1625	874													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			50.1
1.jpg	      0		1691	517													Macroalgae	Erect fine branching	Red	Open		90300910			67.6
1.jpg	      0		1983	1624													Macroalgae	Erect course branching	Brown	Open		80300904			32.6
1.jpg	      0		1632	246													Macroalgae	Erect course branching	Brown	Open		80300904			79.9
1.jpg	      0		2000	1570													Macroalgae	Erect course branching	Brown	Open		80300904			34.4
1.jpg	      0		1625	1087													Macroalgae	Erect course branching	Brown	Open		80300904			40.2
1.jpg	      0		1687	525													Macroalgae	Erect fine branching	Red	Open		90300910			67.2
1.jpg	      0		2118	1593													Macroalgae	Erect course branching	Brown	Open		80300904			39.3
1.jpg	      0		2153	1051													Consolidated	Rock	Veneer	Open		82001002			55.4
1.jpg	      0		1906	271													Consolidated	Rock	Turf mat	Open		82001002			82.0
1.jpg	      0		2030	920													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			56.5
1.jpg	      0		1918	1111													Macroalgae	Erect fine branching	Red	Open		90300910			45.8
1.jpg	      0		1900	2240													Consolidated	Rock	Turf mat	Open		82001002			31.7
1.jpg	      0		1946	1933													Macroalgae	Erect fine branching	Red	Open		90300910			28.7
1.jpg	      0		2018	3829													Macroalgae	Erect course branching	Brown	Open		80300904			100.0
1.jpg	      0		1788	3418													Macroalgae	Erect fine branching	Red	Open		90300910			77.7
1.jpg	      0		1968	3412													Unconsolidated	Pebble	gravel (gravel 2-10mm)	Open		82001011			80.2
1.jpg	      0		1746	2671													Macroalgae	Erect fine branching	Red	Open		90300910			43.0
1.jpg	      0		1811	2971													Macroalgae	Erect course branching	Brown	Open		80300904			57.6
1.jpg	      0		2104	2541													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			48.6
1.jpg	      0		2130	2404													Consolidated	Rock	Turf mat	Open		82001002			45.4
1.jpg	      0		1619	2103													Macroalgae	Erect fine branching	Red	Open		90300910			16.9
1.jpg	      0		1984	2973													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.3
1.jpg	      0		1956	3303													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.1
1.jpg	      0		1690	2505													Macroalgae	Erect fine branching	Red	Open		90300910			34.6
1.jpg	      0		2065	2684													Macroalgae	Erect course branching	Brown	Open		80300904			52.1
1.jpg	      0		2074	3697													Macroalgae	Erect course branching	Brown	Open		80300904			94.9
1.jpg	      0		1836	3419													Consolidated	Cobbles	No biota	Open		82001004			78.4
1.jpg	      0		1825	2318													Consolidated	Rock	Turf mat	Open		82001002			31.3
1.jpg	      0		1673	3457													Consolidated	Rock	Turf mat	Open		82001002			78.2
1.jpg	      0		1893	3481													Consolidated	Cobbles	No biota	Open		82001004			82.1
1.jpg	      0		1649	2655													Macroalgae	Erect fine branching	Red	Open		90300910			40.4
1.jpg	      0		2038	3760													Macroalgae	Erect course branching	Brown	Open		80300904			97.2
10.jpg	      0		1010	583													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			64.4
10.jpg	      0		805	863													Macroalgae	Erect fine branching	Red	Open		90300910			55.3
10.jpg	      0		1019	1278													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.8
10.jpg	      0		911	973													Consolidated	Rock	Turf mat	Open		82001002			48.3
10.jpg	      0		730	1633													Macroalgae	Erect fine branching	Red	Open		90300910			31.7
10.jpg	      0		794	74													Macroalgae	Erect fine branching	Red	Open		90300910			90.9
10.jpg	      0		607	99													Macroalgae	Erect course branching	Brown	Open		80300904			92.8
10.jpg	      0		574	1190													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			49.7
10.jpg	      0		1062	420													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			71.5
10.jpg	      0		712	1037													Macroalgae	Erect fine branching	Red	Open		90300910			50.6
10.jpg	      0		576	229													Macroalgae	Erect fine branching	Red	Open		90300910			87.6
10.jpg	      0		765	845													Macroalgae	Erect fine branching	Red	Open		90300910			57.0
10.jpg	      0		678	832													Macroalgae	Erect fine branching	Red	Open		90300910			59.7
10.jpg	      0		956	1058													Consolidated	Rock	Turf mat	Open		82001002			43.7
10.jpg	      0		931	178													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			84.3
10.jpg	      0		551	1743													Unknown			Open					38.7
10.jpg	      0		1076	917													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			48.0
10.jpg	      0		698	895													Macroalgae	Erect fine branching	Red	Open		90300910			56.6
10.jpg	      0		981	1282													Macroalgae	Erect fine branching	Red	Open		90300910			33.6
10.jpg	      0		890	958													Consolidated	Rock	Turf mat	Open		82001002			49.4
10.jpg	      0		689	1930													Macroalgae	Erect course branching	Brown	Open		80300904			31.5
10.jpg	      0		1067	3786													Macroalgae	Erect fine branching	Red	Open		90300910			93.0
10.jpg	      0		764	2366													Macroalgae	Erect course branching	Brown	Open		80300904			36.5
10.jpg	      0		679	2470													Macroalgae	Erect course branching	Brown	Open		80300904			42.8
10.jpg	      0		950	2955													Macroalgae	Erect course branching	Brown	Open		80300904			55.3
10.jpg	      0		806	2689													Macroalgae	Erect course branching	Brown	Open		80300904			46.9
10.jpg	      0		592	3628													Open Water			Open					91.8
10.jpg	      0		582	2900													Unknown			Open					61.4
10.jpg	      0		898	3371													Macroalgae	Erect fine branching	Red	Open		90300910			75.1
10.jpg	      0		1020	2553													Consolidated	Rock	Turf mat	Open		82001002			36.1
10.jpg	      0		889	3545													Macroalgae	Erect fine branching	Red	Open		90300910			83.3
10.jpg	      0		780	3712													Unknown			Open					92.5
10.jpg	      0		609	3818													Open Water			Open					100.0
10.jpg	      0		573	3645													Open Water			Open					92.9
10.jpg	      0		776	2977													Seagrasses	Strap-like leaves	Thalassodendrum sp. with epiphytes algae	Open		63600903			59.6
10.jpg	      0		709	2620													Seagrasses	Strap-like leaves	Thalassodendrum sp. with epiphytes algae	Open		63600903			47.0
10.jpg	      0		636	2530													Macroalgae	Erect fine branching	Red	Open		90300910			46.3
10.jpg	      0		625	2303													Macroalgae	Erect course branching	Brown	Open		80300904			40.2
10.jpg	      0		855	2375													Macroalgae	Erect course branching	Brown	Open		80300904			33.6
10.jpg	      0		965	3691													Macroalgae	Erect fine branching	Red	Open		90300910			89.3
10.jpg	      0		1884	1104													Macroalgae	Erect fine branching	Red	Open		90300910			45.5
10.jpg	      0		1638	1576													Macroalgae	Erect fine branching	Red	Open		90300910			20.4
10.jpg	      0		1974	1786													Sponges	Erect forms		Open		10000912			30.8
10.jpg	      0		1875	1254													Macroalgae	Erect fine branching	Red	Open		90300910			39.5
10.jpg	      0		1791	99													Macroalgae	Erect fine branching	Red	Open		90300910			88.5
10.jpg	      0		1817	1244													Macroalgae	Erect fine branching	Red	Open		90300910			38.2
10.jpg	      0		1932	471													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			73.5
10.jpg	      0		1932	1785													Sponges	Erect forms		Open		10000912			28.8
10.jpg	      0		2087	1413													Consolidated	Rock	Turf mat	Open		82001002			42.4
10.jpg	      0		1726	812													Macroalgae	Erect fine branching	Red	Open		90300910			54.6
10.jpg	      0		1669	283													Macroalgae	Erect fine branching	Red	Open		90300910			78.5
10.jpg	      0		1758	945													Macroalgae	Erect fine branching	Red	Open		90300910			49.2
10.jpg	      0		1750	1007													Macroalgae	Erect fine branching	Red	Open		90300910			46.4
10.jpg	      0		1629	739													Macroalgae	Erect course branching	Brown	Open		80300904			56.6
10.jpg	      0		1796	1052													Macroalgae	Erect course branching	Brown	Open		80300904			45.4
10.jpg	      0		1718	716													Macroalgae	Erect fine branching	Red	Open		90300910			58.9
10.jpg	      0		1820	167													Macroalgae	Erect fine branching	Red	Open		90300910			85.6
10.jpg	      0		2014	24													Macroalgae	Erect fine branching	Red	Open		90300910			95.1
10.jpg	      0		1805	1452													Macroalgae	Erect fine branching	Red	Open		90300910			30.3
10.jpg	      0		2012	795													Macroalgae	Erect fine branching	Red	Open		90300910			61.4
10.jpg	      0		1806	2137													Macroalgae	Erect fine branching	Red	Open		90300910			25.7
10.jpg	      0		2015	1942													Macroalgae	Erect fine branching	Red	Open		90300910			32.7
10.jpg	      0		1708	2762													Macroalgae	Erect fine branching	Red	Open		90300910			46.2
10.jpg	      0		1712	2922													Macroalgae	Erect fine branching	Red	Open		90300910			53.5
10.jpg	      0		2040	2909													Macroalgae	Erect fine branching	Red	Open		90300910			60.1
10.jpg	      0		2049	2014													Macroalgae	Erect course branching	Brown	Open		80300904			34.8
10.jpg	      0		1664	2198													Macroalgae	Erect fine branching	Red	Open		90300910			22.0
10.jpg	      0		1929	2872													Macroalgae	Erect fine branching	Red	Open		90300910			55.7
10.jpg	      0		2047	3521													Macroalgae	Erect fine branching	Red	Open		90300910			86.2
10.jpg	      0		2062	2870													Macroalgae	Erect fine branching	Red	Open		90300910			59.1
10.jpg	      0		2090	2950													Macroalgae	Erect fine branching	Red	Open		90300910			63.1
10.jpg	      0		1840	2300													Consolidated	Rock	Turf mat	Open		82001002			31.6
10.jpg	      0		2012	2147													Macroalgae	Erect fine branching	Red	Open		90300910			34.9
10.jpg	      0		1995	3552													Macroalgae	Erect fine branching	Red	Open		90300910			86.7
10.jpg	      0		1981	3362													Macroalgae	Erect fine branching	Red	Open		90300910			77.9
10.jpg	      0		2099	2962													Macroalgae	Erect fine branching	Red	Open		90300910			63.8
10.jpg	      0		1982	3595													Macroalgae	Erect fine branching	Red	Open		90300910			88.4
10.jpg	      0		1736	1971													Consolidated	Rock	Turf mat	Open		82001002			19.6
10.jpg	      0		2147	3550													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			89.5
10.jpg	      0		1952	1970													Macroalgae	Erect fine branching	Red	Open		90300910			29.8
100.jpg	      0		554	700													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			67.2
100.jpg	      0		988	428													Macroalgae	Erect fine branching	Red	Open		90300910			70.6
100.jpg	      0		978	1276													Consolidated	Rock	Turf mat	Open		82001002			32.4
100.jpg	      0		665	31													Macroalgae	Erect course branching	Brown	Open		80300904			93.8
100.jpg	      0		844	664													Macroalgae	Erect course branching	Brown	Open		80300904			61.9
100.jpg	      0		684	311													Macroalgae	Erect fine branching	Red	Open		90300910			80.7
100.jpg	      0		884	1516													Macroalgae	Erect course branching	Brown	Open		80300904			27.1
100.jpg	      0		557	998													Macroalgae	Erect fine branching	Red	Open		90300910			55.8
100.jpg	      0		683	472													Macroalgae	Erect fine branching	Red	Open		90300910			73.7
100.jpg	      0		760	37													Macroalgae	Erect fine branching	Red	Open		90300910			92.0
100.jpg	      0		1075	1028													Macroalgae	Erect fine branching	Red	Open		90300910			41.3
100.jpg	      0		816	741													Macroalgae	Erect course branching	Brown	Open		80300904			59.0
100.jpg	      0		971	1756													Macroalgae	Articulated calcareous		Open		80300911			18.5
100.jpg	      0		906	64													Macroalgae	Erect fine branching	Red	Open		90300910			88.8
100.jpg	      0		699	379													Macroalgae	Erect fine branching	Red	Open		90300910			77.4
100.jpg	      0		981	899													Macroalgae	Erect fine branching	Red	Open		90300910			48.8
100.jpg	      0		622	1571													Sponges	Erect forms		Open		10000912			37.3
100.jpg	      0		756	363													Macroalgae	Erect fine branching	Red	Open		90300910			77.1
100.jpg	      0		666	35													Macroalgae	Erect course branching	Brown	Open		80300904			93.5
