OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
EG-C01-001	1	20240505_R07_L08_Left_MAH00688.MP4	14098	20240505_R07_L08_Right_MAH00719.MP4	13672	3.92003	1	1.92804	83.64147	0.76723	1.46503	728.02531	19.77837	25.99369	1.92437	-112.94106	-218.93656	-685.07806	Leiognathidae		spp		1	AD	Passing			
EG-C01-001	5	20240505_R07_L08_Left_MAH00688.MP4	37354	20240505_R07_L08_Right_MAH00719.MP4	36928	10.38649	1	8.39450	156.71136	1.14175	3.67905	1085.59816	16.40831	19.30857	53.50961	-194.77564	-236.86079	-1041.38503	Pinguipedidae	Parapercis	nebulosa	37390005	1	AD	Passing			
EG-C01-001	6	20240505_R07_L08_Left_MAH00688.MP4	43554	20240505_R07_L08_Right_MAH00719.MP4	43128	12.11043	1	10.11844	122.57309	4.37193	1.01116	1698.46165	11.55690	33.62762	11.78317	-35.74524	-338.38892	-1664.02740	Mullidae	Upeneus	tragula	37355014	1	AD	Passing			
EG-C01-001	7	20240505_R07_L08_Left_MAH00688.MP4	43616	20240505_R07_L08_Right_MAH00719.MP4	43190	12.12767	1	10.13568	133.89934	1.83480	2.64488	1349.89940	17.33860	15.14200	11.65268	-320.49056	-243.15964	-1288.56027	Mullidae	Upeneus	tragula	37355014	2	AD	Passing			
EG-C01-001	8	20240505_R07_L08_Left_MAH00688.MP4	43946	20240505_R07_L08_Right_MAH00719.MP4	43520	12.21943	1	10.22744	131.51555	1.37275	3.20081	1211.27189	20.23001	7.61961	9.77802	-341.63115	-242.32125	-1136.55099	Mullidae	Upeneus	tragula	37355014	2	AD	Passing			
EG-C01-001	9	20240505_R07_L08_Left_MAH00688.MP4	44059	20240505_R07_L08_Right_MAH00719.MP4	43633	12.25085	1	10.25886	121.53403	5.05504	5.12804	1480.14698	17.71561	61.27413	0.85201	-390.06181	-225.18879	-1409.95633	Mullidae	Upeneus	tragula	37355014	1	AD	Passing			
EG-C01-001	10	20240505_R07_L08_Left_MAH00688.MP4	44348	20240505_R07_L08_Right_MAH00719.MP4	43922	12.33121	1	10.33922	134.33587	1.61792	2.07205	1314.97470	14.93353	14.75557	2.71111	215.69516	-261.35456	-1270.56202	Mullidae	Upeneus	tragula	37355014	1	AD	Passing			
EG-C01-001	11	20240505_R07_L08_Left_MAH00688.MP4	53428	20240505_R07_L08_Right_MAH00719.MP4	53002	14.85595	1	12.86396	273.95299	1.80015	2.49973	1634.70313	8.59210	9.45333	26.61543	-199.00846	141.56457	-1616.35684	Lethrinidae	Lethrinus	laticaudis	37351006	1	AD	Passing			
EG-C01-001	12	20240505_R07_L08_Left_MAH00688.MP4	53504	20240505_R07_L08_Right_MAH00719.MP4	53078	14.87708	1	12.88509	263.00900	4.42334	1.74304	1347.57064	19.94287	71.00831	8.42957	-455.85762	-58.79317	-1266.76115	Lethrinidae	Lethrinus	laticaudis	37351006	2	AD	Passing			
EG-C01-001	13	20240505_R07_L08_Left_MAH00688.MP4	54546	20240505_R07_L08_Right_MAH00719.MP4	54120	15.16682	1	13.17483	194.12480	2.66439	1.40277	1553.96154	13.54817	20.98502	1.11681	226.68453	-284.84365	-1510.71993	Mullidae	Parupeneus	heptacanthus	37355004	1	AD	Passing			
EG-C01-001	14	20240505_R07_L08_Left_MAH00688.MP4	78928	20240505_R07_L08_Right_MAH00719.MP4	78502	21.94637	1	19.95438	262.20522	3.95624	4.64678	1495.27139	22.90780	44.66654	10.16714	533.13644	-233.51331	-1377.34295	Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
EG-C01-001	15	20240505_R07_L08_Left_MAH00689.MP4	4939	20240505_R07_L08_Right_MAH00720.MP4	4513	23.92974	1	21.93775	179.72851	1.68905	2.89958	1037.63303	7.42071	31.45815	15.56025	-110.61369	75.66025	-1028.94239	Nemipteridae	Pentapodus	porosus	37347007	2	AD	Passing			
