OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
Fish_MB5	1	20140817_NMP_FishMB5_Left108.avi	13694	20140817_NMP_FishMB5_Right109.avi	15774	9.12933	1	0.03067	57.57831	6.39434	6.7789	2333.00985	16.77965	63.24923	22.16368	-672.71767	-32.87644	-2233.67523	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
Fish_MB5	2	20140817_NMP_FishMB5_Left108.avi	13694	20140817_NMP_FishMB5_Right109.avi	15774	9.12933	1	0.03067	46.08574	5.33512	6.15116	2436.20558	18.21324	40.27005	21.81445	-761.44371	-2.1789	-2314.15133	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
Fish_MB5	3	20140817_NMP_FishMB5_Left108.avi	13694	20140817_NMP_FishMB5_Right109.avi	15774	9.12933	1	0.03067	42.39001	3.28932	8.95886	2508.61972	19.06886	7.17978	6.46829	-819.12293	27.27204	-2370.96325	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
Fish_MB5	4	20140817_NMP_FishMB5_Left108.avi	13694	20140817_NMP_FishMB5_Right109.avi	15774	9.12933	1	0.03067	40.42674	4.66744	7.85057	2157.5051	20.07386	50.2425	23.44792	-732.30748	-109.99989	-2026.43875	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
Fish_MB5	5	20140817_NMP_FishMB5_Left108.avi	13694	20140817_NMP_FishMB5_Right109.avi	15774	9.12933	1	0.03067	57.09762	4.45385	8.3389	2716.56016	21.90957	14.59174	13.69411	-1007.16866	114.57626	-2520.35368	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
Fish_MB5	7	20140817_NMP_FishMB5_Left108.avi	13698	20140817_NMP_FishMB5_Right109.avi	15778	9.132	1	0.03333	174.51429	12.38496	12.60051	4113.66805	24.83054	25.97812	0.33963	-1639.6592	543.77767	-3733.37494	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
Fish_MB5	8	20140817_NMP_FishMB5_Left108.avi	13706	20140817_NMP_FishMB5_Right109.avi	15786	9.13733	1	0.03867	191.58626	19.87096	13.49193	5427.42983	23.70252	23.15006	6.29975	-1979.85471	916.65718	-4969.59852	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
Fish_MB5	10	20140817_NMP_FishMB5_Left108.avi	13739	20140817_NMP_FishMB5_Right109.avi	15819	9.15933	1	0.06067	42.63525	4.40246	3.41653	2675.08082	17.97861	18.80566	14.26356	-825.65668	7.99909	-2544.46153	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
Fish_MB5	11	20140817_NMP_FishMB5_Left108.avi	13739	20140817_NMP_FishMB5_Right109.avi	15819	9.15933	1	0.06067	57.58383	6.40149	8.26385	2781.44589	17.63955	31.86235	4.22551	-842.05387	-36.75066	-2650.66707	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
Fish_MB5	12	20140817_NMP_FishMB5_Left108.avi	13739	20140817_NMP_FishMB5_Right109.avi	15819	9.15933	1	0.06067	49.68692	4.77223	6.34683	2632.33959	20.51121	23.7183	17.64581	-921.62954	36.37848	-2465.45885	Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
